"0","[19276, 10257, 22146, 15016, 20235]","[1358993887, 1358994632, 1358994738, 1358994882, 1359038287]","[116, 116, 174, 119, 119]"
"0","[8913]","[1359097171]","[116]"
"0","[15016, 22146, 20235, 5387, 12096]","[1359133735, 1359165108, 1359166953, 1359167297, 1359167367]","[119, 174, 119, 231, 174]"
"0","[20235, 20235, 20235, 20235, 15016]","[1359229934, 1359249022, 1359249630, 1359297833, 1359299695]","[119, 119, 119, 119, 119]"
"0","[20235]","[1359345957]","[119]"
"0","[22593, 15016, 20235]","[1359427173, 1359431736, 1359433220]","[78, 119, 119]"
"0","[15136, 22146]","[1359509320, 1359509877]","[66, 174]"
"0","[20235, 15136, 21003, 12698, 15016, 20235, 4005]","[1359561976, 1359596505, 1359597081, 1359601495, 1359604058, 1359605934, 1359646504]","[119, 66, 44, 209, 119, 119, 116]"
"0","[1921, 20235, 12096, 5387, 20235, 15016]","[1359684302, 1359692807, 1359693412, 1359732102, 1359732160, 1359733868]","[119, 119, 174, 231, 119, 119]"
"0","[3463, 13313, 7351, 2720]","[1359770287, 1359773575, 1359773674, 1359778919]","[119, 62, 219, 230]"
"0","[6019, 1921]","[1359855320, 1359855797]","[210, 119]"
"0","[20235]","[1359908196]","[119]"
"0","[4778, 22593, 22593]","[1360026938, 1360033804, 1360036151]","[80, 78, 78]"
"0","[12096]","[1360209897]","[174]"
"0","[20235, 24116, 21371, 7991, 3547, 1313, 7113, 15648]","[1360268304, 1360272028, 1360272200, 1360272544, 1360273438, 1360281275, 1360283070, 1360285503]","[119, 119, 119, 116, 29, 136, 136, 108]"
"0","[20235, 21142, 21142]","[1360426530, 1360510541, 1360510917]","[119, 119, 119]"
"0","[20235]","[1360558579]","[119]"
"0","[15997, 18652, 22909, 22593, 15016, 20235]","[1360609484, 1360620976, 1360627924, 1360632497, 1360640690, 1360683975]","[44, 119, 119, 78, 119, 119]"
"0","[18457, 20235]","[1360686369, 1360729150]","[116, 119]"
"0","[15136, 20235]","[1360811777, 1360814160]","[66, 119]"
"1","[22909]","[1333464065]","[119]"
"1","[23255, 22909, 21142, 4226, 3763]","[1333478537, 1333502986, 1333503688, 1333506034, 1333509217]","[69, 119, 119, 119, 139]"
"1","[21142, 4226, 3763]","[1333589313, 1333591668, 1333591741]","[119, 119, 139]"
"1","[21142, 22909]","[1333894675, 1333895293]","[119, 119]"
"1","[4226, 15374]","[1333943666, 1333980798]","[119, 171]"
"1","[22909, 21142, 4226, 3763, 5659, 22909, 5231]","[1334020674, 1334021482, 1334023743, 1334024774, 1334068582, 1334068746, 1334068856]","[119, 119, 119, 139, 119, 119, 171]"
"1","[22909, 21142, 4226, 3763, 21142, 15374, 22909]","[1334108278, 1334109047, 1334111343, 1334111592, 1334153308, 1334153433, 1334154416]","[119, 119, 119, 139, 119, 171, 119]"
"1","[18302, 22909, 21142, 4226, 3763, 4226, 21142, 22909]","[1334173556, 1334195692, 1334196732, 1334198987, 1334199195, 1334204546, 1334239689, 1334240696]","[48, 119, 119, 119, 139, 119, 119, 119]"
"1","[22909, 21142, 21142, 4226, 4226]","[1334280334, 1334281340, 1334281340, 1334283581, 1334290824]","[119, 119, 119, 119, 119]"
"1","[22909, 21142, 22909]","[1334538246, 1334539021, 1334584808]","[119, 119, 119]"
"1","[22909, 21142, 4226, 3763, 21142, 22909]","[1334626478, 1334627483, 1334629859, 1334630615, 1334671672, 1334672906]","[119, 119, 119, 139, 119, 119]"
"1","[21142, 15374]","[1334758140, 1334758271]","[119, 171]"
"1","[8047, 22909, 21142, 4226, 3763, 4226, 21142, 22909, 5231]","[1334774586, 1334797980, 1334798653, 1334801162, 1334801407, 1334809174, 1334843287, 1334844519, 1334844735]","[171, 119, 119, 119, 139, 119, 119, 119, 171]"
"1","[20633, 22909, 21142, 4226, 3763]","[1334865550, 1334883955, 1334884760, 1334887163, 1334887974]","[184, 119, 119, 119, 139]"
"1","[4226, 3763, 4226, 22909]","[1335040982, 1335041843, 1335048242, 1335104054]","[119, 139, 119, 119]"
"1","[22909, 21142, 21142, 15374, 22909]","[1335144887, 1335145806, 1335190742, 1335190978, 1335192259]","[119, 119, 119, 171, 119]"
"1","[22909, 21142, 4226, 3763, 22909]","[1335233123, 1335233846, 1335235884, 1335235979, 1335277293]","[119, 119, 119, 139, 119]"
"1","[3763, 4226, 21142, 22909]","[1335321160, 1335330745, 1335363507, 1335364639]","[139, 119, 119, 119]"
"1","[5545, 22909, 21142, 4226, 4226]","[1335383882, 1335401766, 1335402546, 1335404626, 1335414794]","[171, 119, 119, 119, 119]"
"1","[4226, 4328, 4226]","[1335491898, 1335498071, 1335499074]","[119, 139, 119]"
"1","[21142, 22909]","[1336309041, 1336310143]","[119, 119]"
"1","[12199, 22909, 21142, 4226, 21142, 19214]","[1336335235, 1336354154, 1336355149, 1336357196, 1336396066, 1336397395]","[171, 119, 119, 119, 119, 171]"
"1","[22909, 21142, 4226, 3763, 21142, 22909, 11735]","[1336445116, 1336446015, 1336448098, 1336448350, 1336483625, 1336484808, 1336486042]","[119, 119, 119, 139, 119, 119, 44]"
"1","[5545, 22909, 21142, 4226, 3763, 5231, 11735]","[1336506626, 1336524389, 1336524888, 1336527285, 1336527848, 1336572165, 1336572756]","[171, 119, 119, 119, 139, 171, 44]"
"1","[24374]","[1336658212]","[111]"
"1","[22909, 21142, 4226, 4226]","[1336698749, 1336699441, 1336701519, 1336710295]","[119, 119, 119, 119]"
"1","[4226, 3763, 4328]","[1336775302, 1336776201, 1336792367]","[119, 139, 139]"
"1","[4226, 3763, 4226, 4226]","[1336859482, 1336859927, 1336866580, 1336872224]","[119, 139, 119, 119]"
"1","[5545, 22909, 21142, 3763, 21142, 22909, 11735]","[1336937971, 1336957291, 1336958159, 1336960578, 1337003207, 1337003953, 1337004915]","[171, 119, 119, 139, 119, 119, 44]"
"1","[23255, 22909, 21142, 4226, 4226, 21142, 22909, 5231, 11735, 22909, 19226]","[1337020642, 1337045066, 1337045817, 1337047984, 1337054237, 1337089372, 1337090032, 1337090415, 1337091063, 1337095335, 1337096334]","[69, 119, 119, 119, 119, 119, 119, 171, 44, 119, 119]"
"1","[9660, 22909, 21142, 4226, 3763, 4226, 21142, 5253, 22909, 11735]","[1337107566, 1337130215, 1337131220, 1337133649, 1337134228, 1337140226, 1337175708, 1337176018, 1337176900, 1337177466]","[37, 119, 119, 119, 139, 119, 119, 48, 119, 44]"
"1","[6383, 22909, 21142, 4226, 3763, 4226, 22909, 24374, 11735, 21142]","[1337193384, 1337219727, 1337220614, 1337222980, 1337223194, 1337231726, 1337262662, 1337263112, 1337263629, 1337264771]","[184, 119, 119, 119, 139, 119, 119, 111, 44, 119]"
"1","[4226, 17309, 3763]","[1337377891, 1337379222, 1337379574]","[119, 209, 139]"
"1","[21142, 4226, 3763, 4226, 21142, 22909, 5231, 11735]","[1337563057, 1337565538, 1337565873, 1337572455, 1337608035, 1337608921, 1337609254, 1337609907]","[119, 119, 139, 119, 119, 119, 171, 44]"
"1","[5545, 22909, 21142, 4226, 3763, 4328, 4226]","[1337626920, 1337648975, 1337649624, 1337652079, 1337652413, 1337657703, 1337659392]","[171, 119, 119, 119, 139, 139, 119]"
"1","[21142, 22909, 5231, 11735]","[1337780550, 1337781625, 1337781702, 1337782237]","[119, 119, 171, 44]"
"1","[2752, 22909, 21142, 4226]","[1337805660, 1337821831, 1337822561, 1337824817]","[69, 119, 119, 119]"
"1","[22909, 21142, 4226, 3763, 4226]","[1337909325, 1337910122, 1337912351, 1337912710, 1337919386]","[119, 119, 119, 139, 119]"
"1","[4226, 3763, 4226, 3763]","[1337984503, 1337985981, 1337993872, 1337994159]","[119, 139, 119, 139]"
"1","[4226, 3763, 21142, 22909, 5231, 11735]","[1338065051, 1338065288, 1338126432, 1338127776, 1338128364, 1338128548]","[119, 139, 119, 119, 171, 44]"
"1","[9660, 22909, 21142, 4226, 3763, 4226, 21142, 22909, 11735]","[1338144363, 1338166006, 1338166726, 1338168908, 1338169064, 1338175217, 1338212819, 1338213560, 1338214365]","[37, 119, 119, 119, 139, 119, 119, 119, 44]"
"1","[22909, 21142, 4226, 3763, 21142, 22909, 11735]","[1338253418, 1338254150, 1338256379, 1338256539, 1338299229, 1338299967, 1338300843]","[119, 119, 119, 139, 119, 119, 44]"
"1","[23255]","[1338316936]","[69]"
"1","[21142, 22909, 11735]","[1338472025, 1338472857, 1338473499]","[119, 119, 44]"
"1","[22909, 21142, 4226, 3763, 4226]","[1338513226, 1338513942, 1338516413, 1338516586, 1338524122]","[119, 119, 119, 139, 119]"
"1","[22909, 4226, 3763]","[1338860298, 1338863388, 1338863562]","[119, 119, 139]"
"1","[22909, 21142, 4226, 3763, 4226, 21142]","[1338943465, 1338944189, 1338946579, 1338946706, 1338956158, 1338991668]","[119, 119, 119, 139, 119, 119]"
"1","[5545, 22909, 21142, 4226, 3763, 4226, 21142, 22909]","[1339009072, 1339029871, 1339030823, 1339032924, 1339033114, 1339041621, 1339077543, 1339078327]","[171, 119, 119, 119, 139, 119, 119, 119]"
"1","[4226]","[1339128810]","[119]"
"1","[4226, 3763, 4226]","[1339191127, 1339191602, 1339197675]","[119, 139, 119]"
"1","[4226, 3763]","[1341094891, 1341095110]","[119, 139]"
"1","[22909, 21142, 4226, 3763, 11735]","[1341191029, 1341191823, 1341194297, 1341194876, 1341239049]","[119, 119, 119, 139, 44]"
"1","[22909, 21142, 4226, 3763, 4226, 22909, 11735]","[1341277162, 1341277847, 1341280245, 1341280727, 1341288729, 1341325326, 1341325985]","[119, 119, 119, 139, 119, 119, 44]"
"1","[5545, 22909, 21142, 4226, 3763, 4226, 21142, 22909]","[1341345134, 1341363828, 1341364578, 1341367122, 1341367361, 1341375472, 1341412286, 1341413238]","[171, 119, 119, 119, 139, 119, 119, 119]"
"1","[22909, 21142, 4226, 3763, 4226]","[1341449743, 1341450525, 1341452987, 1341453435, 1341462235]","[119, 119, 119, 139, 119]"
"1","[22909, 4226, 3763, 4226, 3763, 4226]","[1341535900, 1341539184, 1341539573, 1341544577, 1341553210, 1341556628]","[119, 119, 139, 119, 139, 119]"
"1","[4226, 21142]","[1341615457, 1341628496]","[119, 119]"
"1","[22909, 21142, 3763, 4226, 21142]","[1341968843, 1341969821, 1341973273, 1341980046, 1342012744]","[119, 119, 139, 119, 119]"
"1","[22909, 21142, 4226, 3763, 21142, 22909]","[1342058862, 1342059770, 1342061913, 1342062677, 1342099692, 1342100550]","[119, 119, 119, 139, 119, 119]"
"1","[5545, 22909, 21142, 3763, 4226]","[1342118996, 1342141762, 1342142533, 1342156923, 1342159769]","[171, 119, 119, 139, 119]"
"1","[3763, 4226, 4226, 3763, 4226]","[1342218263, 1342227332, 1342233342, 1342233411, 1342239577]","[139, 119, 119, 139, 119]"
"1","[4226, 3763]","[1342316052, 1342316239]","[119, 139]"
"1","[3763, 4226]","[1343429705, 1343434835]","[139, 119]"
"1","[22909, 21142, 4226, 3763, 4226]","[1344475546, 1344475985, 1344478393, 1344479530, 1344492021]","[119, 119, 119, 139, 119]"
"1","[22909, 21142, 4226, 3763]","[1344560989, 1344561551, 1344563924, 1344564341]","[119, 119, 119, 139]"
"1","[3763, 4226]","[1345245729, 1345251479]","[139, 119]"
"1","[22909, 5231, 11735]","[1345385054, 1345385538, 1345386145]","[119, 171, 44]"
"1","[22909, 3763]","[1345431425, 1345434989]","[119, 139]"
"1","[11735]","[1347200994]","[44]"
"1","[22909, 21142, 4226, 3763]","[1347498345, 1347499129, 1347501571, 1347502239]","[119, 119, 119, 139]"
"1","[22909, 3763]","[1347597187, 1347600298]","[119, 139]"
"1","[11735]","[1349964603]","[44]"
"1","[22909, 21142, 4226, 3763, 4226]","[1350004711, 1350005675, 1350007625, 1350008495, 1350016377]","[119, 119, 119, 139, 119]"
"1","[4226, 3763, 4226]","[1350353707, 1350354452, 1350359558]","[119, 139, 119]"
"1","[22909, 21142, 4226]","[1350439776, 1350440270, 1350442722]","[119, 119, 119]"
"1","[22909, 5231, 11735]","[1350570489, 1350570827, 1350571211]","[119, 171, 44]"
"1","[3763]","[1350623072]","[139]"
"1","[22909, 21142, 4226, 3763, 4226, 21142, 5231, 11735]","[1350869504, 1350870575, 1350872892, 1350873754, 1350877708, 1350914907, 1350916499, 1350916729]","[119, 119, 119, 139, 119, 119, 171, 44]"
"1","[22909, 21142, 4226, 3763]","[1350957396, 1350958080, 1350960575, 1350960820]","[119, 119, 119, 139]"
"1","[22909, 21142, 4226, 3763, 5231, 11735]","[1351045297, 1351046038, 1351048396, 1351048827, 1351088928, 1351089386]","[119, 119, 119, 139, 171, 44]"
"1","[22909, 3763, 11735]","[1351132852, 1351136218, 1351175581]","[119, 139, 44]"
"1","[21142, 4226, 3763]","[1351217652, 1351219750, 1351220046]","[119, 119, 139]"
"1","[22909, 3763]","[1351472783, 1351479134]","[119, 139]"
"1","[4226, 21142]","[1351568814, 1351610272]","[119, 119]"
"1","[22909, 21142, 4226, 3763, 4226]","[1351647198, 1351648131, 1351650632, 1351651096, 1351664215]","[119, 119, 119, 139, 119]"
"1","[22909, 21142, 4226, 3763, 22909]","[1351732897, 1351733676, 1351736021, 1351736380, 1351780320]","[119, 119, 119, 139, 119]"
"1","[11708, 22909, 21142, 4226, 3763, 4226]","[1351797454, 1351821601, 1351822204, 1351824571, 1351824795, 1351831119]","[63, 119, 119, 119, 139, 119]"
"1","[21142]","[1352124460]","[119]"
"1","[22909, 4226, 3763, 21142, 22909]","[1352171521, 1352174747, 1352175061, 1352210432, 1352211910]","[119, 119, 139, 119, 119]"
"1","[22909, 21142, 4226, 3763, 4226]","[1352251472, 1352252538, 1352254827, 1352255943, 1352259859]","[119, 119, 119, 139, 119]"
"1","[22909, 21142, 4226, 3763, 4226]","[1352338545, 1352339361, 1352341708, 1352341937, 1352351092]","[119, 119, 119, 139, 119]"
"1","[22909, 4226, 3763]","[1352433668, 1352436435, 1352438947]","[119, 119, 139]"
"1","[22909, 5231]","[1352644642, 1352645248]","[119, 171]"
"1","[22909, 21142, 4226, 21142]","[1352682776, 1352683443, 1352686023, 1352730093]","[119, 119, 119, 119]"
"1","[6514, 4226, 3763]","[1352750218, 1352773874, 1352774290]","[171, 119, 139]"
"1","[21142, 22909]","[1352989378, 1352990545]","[119, 119]"
"1","[22909, 21142, 4226, 3763]","[1353026922, 1353028126, 1353030560, 1353030889]","[119, 119, 119, 139]"
"1","[3763, 3559]","[1353104550, 1353118625]","[139, 209]"
"1","[22673, 10189, 7286, 3763, 4226, 21142, 5231]","[1353370283, 1353371170, 1353373337, 1353375205, 1353381427, 1353420595, 1353421615]","[119, 119, 119, 139, 119, 119, 171]"
"1","[22909, 21142, 4226, 3763, 4226, 22909, 5231]","[1353460259, 1353461071, 1353463567, 1353464100, 1353471511, 1353507689, 1353508092]","[119, 119, 119, 139, 119, 119, 171]"
"1","[22909, 21142, 4226, 3763]","[1353548213, 1353548918, 1353551293, 1353551539]","[119, 119, 119, 139]"
"1","[4226, 3763, 4226]","[1354317876, 1354318119, 1354330663]","[119, 139, 119]"
"1","[6514, 21142, 4226, 24424, 3763, 4226, 21142, 23357]","[1354477732, 1354499513, 1354501691, 1354501764, 1354502790, 1354509362, 1354543164, 1354543429]","[171, 119, 119, 35, 139, 119, 119, 44]"
"1","[22909, 4226, 5231]","[1354594655, 1354597612, 1354631503]","[119, 119, 171]"
"1","[22909, 21142, 4226, 3763, 19214]","[1354670859, 1354671819, 1354673946, 1354674364, 1354715887]","[119, 119, 119, 139, 171]"
"1","[22909, 4226, 3763, 21142, 5253, 22909]","[1354761162, 1354763949, 1354764765, 1354803715, 1354804495, 1354805694]","[119, 119, 139, 119, 48, 119]"
"1","[22909, 21142, 4226, 3763]","[1354842462, 1354843316, 1354845712, 1354846147]","[119, 119, 119, 139]"
"1","[22909, 21142, 21142, 11735]","[1355710180, 1355711011, 1355749676, 1355751282]","[119, 119, 119, 44]"
"1","[22909, 21142]","[1355794392, 1355840227]","[119, 119]"
"1","[2752, 22909, 21142, 21142]","[1355864275, 1355885212, 1355885939, 1355926045]","[69, 119, 119, 119]"
"1","[21142, 15374]","[1356012465, 1356013122]","[119, 171]"
"1","[22909, 4226, 3763, 4226]","[1356059924, 1356062217, 1356062914, 1356071180]","[119, 119, 139, 119]"
"1","[14110]","[1356887759]","[80]"
"1","[22909]","[1357222482]","[119]"
"1","[9176]","[1357233496]","[183]"
"1","[4226]","[1357343509]","[119]"
"1","[22909]","[1357483008]","[119]"
"1","[22909, 21142, 4226, 7600, 21142, 22909]","[1357523596, 1357524257, 1357526652, 1357536085, 1357567690, 1357568483]","[119, 119, 119, 69, 119, 119]"
"1","[22909, 21142, 4226, 21142]","[1357609291, 1357610107, 1357612122, 1357652803]","[119, 119, 119, 119]"
"1","[21142, 4226, 3763]","[1357695508, 1357697964, 1357698605]","[119, 119, 139]"
"1","[2752, 22909, 4226, 3763]","[1357756938, 1357782797, 1357785801, 1357786074]","[69, 119, 119, 139]"
"1","[22909, 4226, 3763]","[1357865184, 1357868567, 1357869147]","[119, 119, 139]"
"1","[7600, 21142, 22909]","[1358130615, 1358171943, 1358173034]","[69, 119, 119]"
"1","[5231]","[1358259635]","[171]"
"1","[22909, 21142, 4328, 21142]","[1358298777, 1358299582, 1358308794, 1358345324]","[119, 119, 139, 119]"
"1","[7110, 21142, 3763, 4328, 5253]","[1358367294, 1358385022, 1358387872, 1358395060, 1358430748]","[228, 119, 139, 139, 48]"
"1","[22909, 21142, 4226, 3763]","[1358471126, 1358471844, 1358474365, 1358475006]","[119, 119, 119, 139]"
"1","[21142, 4226, 3763, 21142, 23357, 5231]","[1358729869, 1358732123, 1358732456, 1358776748, 1358777021, 1358778006]","[119, 119, 139, 119, 44, 171]"
"1","[9629, 22909, 21142, 4226]","[1358798589, 1358817158, 1358817838, 1358820300]","[184, 119, 119, 119]"
"1","[23357]","[1359037529]","[44]"
"1","[22909, 21142, 4226, 3763, 4328]","[1359075540, 1359076413, 1359078844, 1359079764, 1359086208]","[119, 119, 119, 139, 139]"
"1","[22909, 21142, 3763, 21142, 22909]","[1359333401, 1359334259, 1359336793, 1359384405, 1359385182]","[119, 119, 139, 119, 119]"
"1","[21142, 21142]","[1359430550, 1359468445]","[119, 119]"
"1","[22909, 21142, 4226, 3763, 21142, 469]","[1359509878, 1359510658, 1359512947, 1359513686, 1359557226, 1359558575]","[119, 119, 119, 139, 119, 209]"
"1","[22909, 4226, 3763, 22909, 5231]","[1359598422, 1359601569, 1359602116, 1359643918, 1359644265]","[119, 119, 139, 119, 171]"
"1","[21142, 4226, 3763, 4226]","[1359681449, 1359683921, 1359687261, 1359688288]","[119, 119, 139, 119]"
"1","[21142, 23357]","[1359988479, 1359988752]","[119, 44]"
"1","[4226, 5231]","[1360118127, 1360161766]","[119, 171]"
"1","[9629, 21056, 22909, 21142, 4226, 3763, 4226, 22909, 5231]","[1360180897, 1360198776, 1360198932, 1360199590, 1360201781, 1360202259, 1360209355, 1360246472, 1360246817]","[184, 135, 119, 119, 119, 139, 119, 119, 171]"
"1","[18235, 22909, 21142, 4226, 3763]","[1360267727, 1360292242, 1360292762, 1360294964, 1360295584]","[222, 119, 119, 119, 139]"
"1","[5231]","[1360765766]","[171]"
"1","[22909, 21142, 4226, 3763]","[1360803470, 1360804338, 1360806793, 1360807486]","[119, 119, 119, 139]"
"2","[1627, 22909, 225, 225]","[1336186288, 1336187037, 1336188694, 1336232695]","[119, 119, 119, 119]"
"2","[20356, 14803, 5965, 225, 8508]","[1336234513, 1336235627, 1336236326, 1336309492, 1336313223]","[119, 44, 158, 119, 228]"
"2","[14773]","[1336335006]","[116]"
"2","[20356, 21104, 225, 9966, 225, 8508]","[1336460167, 1336462031, 1336462661, 1336463013, 1336482302, 1336486814]","[119, 119, 119, 209, 119, 228]"
"2","[20356]","[1336547104]","[119]"
"2","[18652, 18892, 4479, 1642]","[1336659778, 1336662576, 1336662908, 1336663627]","[119, 116, 183, 226]"
"2","[13805, 20356, 225]","[1336719482, 1336720793, 1336722983]","[116, 119, 119]"
"2","[225, 17760, 3408]","[1336832637, 1336834667, 1336835098]","[119, 198, 44]"
"2","[20157, 17608, 23723, 17093, 24312, 12190, 17553, 16128, 1447, 12412, 13313, 1447, 225, 16883, 81, 2936]","[1336846285, 1336847183, 1336847748, 1336848471, 1336851338, 1336851777, 1336854245, 1336854648, 1336856206, 1336856505, 1336860930, 1336860968, 1336861918, 1336862187, 1336862881, 1336863460]","[174, 108, 53, 178, 80, 171, 119, 119, 119, 178, 62, 119, 119, 66, 231, 66]"
"2","[22018, 22909, 8508]","[1336964934, 1336971153, 1337004354]","[193, 119, 228]"
"2","[21065, 18892, 20356, 20356, 18958, 16934, 1447, 15796, 225, 19457]","[1337052933, 1337055400, 1337055913, 1337055930, 1337056813, 1337057193, 1337057494, 1337057696, 1337058430, 1337059612]","[209, 116, 119, 119, 119, 119, 119, 119, 119, 170]"
"2","[13805, 20356, 15796, 21104, 225, 17759, 8508]","[1337145056, 1337145820, 1337147140, 1337147159, 1337147921, 1337147943, 1337181944]","[116, 119, 119, 119, 119, 136, 228]"
"2","[20356, 18652, 225, 17759, 225, 14803]","[1337232163, 1337233548, 1337234381, 1337234399, 1337261876, 1337264895]","[119, 119, 119, 136, 119, 44]"
"2","[20356, 225, 3106, 17759]","[1337316594, 1337318711, 1337318732, 1337319296]","[119, 119, 47, 136]"
"2","[20693, 22195, 225, 16883, 3106, 11152]","[1337372204, 1337380272, 1337381082, 1337381231, 1337381275, 1337381545]","[102, 47, 119, 66, 47, 80]"
"2","[15796]","[1337579190]","[119]"
"2","[15103, 15796, 17759]","[1337655301, 1337666349, 1337666940]","[209, 119, 136]"
"2","[8508]","[1337787021]","[228]"
"2","[13805, 20356, 7182, 16934, 1447, 225]","[1337921899, 1337922628, 1337922656, 1337923791, 1337924038, 1337925000]","[116, 119, 119, 119, 119, 119]"
"2","[16128, 6959, 1599, 10652, 4583, 3104, 9052, 3408]","[1337990918, 1337990935, 1337991515, 1337992713, 1337993283, 1337993606, 1337994137, 1338044498]","[119, 119, 119, 119, 102, 102, 171, 44]"
"2","[17608, 16128, 15995, 9680, 15764, 8211, 17175, 225]","[1338055715, 1338057239, 1338058351, 1338061439, 1338062644, 1338063029, 1338065819, 1338068181]","[108, 119, 119, 230, 119, 178, 119, 119]"
"2","[20356, 14803]","[1338185414, 1338216375]","[119, 44]"
"2","[24501, 22037, 16934, 11769, 225, 17759]","[1338233599, 1338233829, 1338269583, 1338270857, 1338271657, 1338271718]","[116, 231, 119, 119, 119, 136]"
"2","[8508]","[1338473037]","[228]"
"2","[13805, 20356, 21104, 17759]","[1338527822, 1338528456, 1338529844, 1338530665]","[116, 119, 119, 136]"
"2","[225]","[1338647339]","[119]"
"2","[17608, 11244, 15052, 13393, 12681, 9526, 21626, 1447, 12412, 1464, 225]","[1338660553, 1338662523, 1338663535, 1338664622, 1338665003, 1338669827, 1338671430, 1338672676, 1338673243, 1338674333, 1338676583]","[108, 53, 116, 116, 171, 174, 37, 119, 178, 230, 119]"
"2","[13805, 20356, 15796, 17759]","[1338784978, 1338785734, 1338787328, 1338788032]","[116, 119, 119, 136]"
"2","[13805, 20356]","[1338868682, 1338869508]","[116, 119]"
"2","[1374, 10162, 7391, 6732, 6959, 225, 17759, 8508]","[1338949847, 1338950648, 1338951062, 1338952563, 1338953437, 1338955194, 1338955601, 1338996670]","[119, 119, 171, 119, 119, 119, 136, 228]"
"2","[13805, 20356, 21104, 17759]","[1339045980, 1339046573, 1339047912, 1339048674]","[116, 119, 119, 136]"
"2","[1374, 21337]","[1339129692, 1339130235]","[119, 119]"
"2","[225, 22909, 2928, 941, 21735, 5469, 4549, 15995, 17175]","[1339181356, 1339183186, 1339186704, 1339191594, 1339196621, 1339200422, 1339202938, 1339203563, 1339204147]","[119, 119, 123, 44, 178, 60, 174, 119, 119]"
"2","[9966, 21337, 4486, 22056, 5077, 8003, 17175, 22909, 15796, 225, 17759, 8508]","[1339278304, 1339283255, 1339285610, 1339288164, 1339289232, 1339289657, 1339290445, 1339291713, 1339292609, 1339293323, 1339293490, 1339336824]","[209, 119, 195, 119, 119, 119, 119, 119, 119, 119, 136, 228]"
"2","[13805, 20356, 15796, 3106, 17759, 18892, 18280]","[1339391581, 1339392147, 1339393656, 1339394701, 1339394948, 1339425844, 1339425857]","[116, 119, 119, 47, 136, 116, 228]"
"2","[20356, 15103, 225, 3106, 14306, 8508]","[1339463056, 1339463921, 1339483911, 1339483949, 1339508366, 1339509928]","[119, 209, 119, 47, 119, 228]"
"2","[225, 3106, 17759, 18280, 4479, 22799]","[1339564501, 1339564513, 1339565065, 1339597569, 1339599181, 1339601371]","[119, 47, 136, 228, 183, 44]"
"2","[1374, 19404, 9436]","[1339604333, 1339604780, 1339604860]","[119, 119, 119]"
"2","[13743, 10614, 1447, 225]","[1339737514, 1339738281, 1339740456, 1339741368]","[116, 119, 119, 119]"
"2","[225, 16128, 3408]","[1339856866, 1339858504, 1339859195]","[119, 119, 44]"
"2","[22909, 4596, 225, 11152, 3106, 8768, 8508]","[1339874587, 1339874610, 1339876382, 1339876972, 1339876986, 1339881879, 1339941860]","[119, 119, 119, 80, 47, 47, 228]"
"2","[13805, 20356, 225]","[1340002680, 1340003747, 1340006546]","[116, 119, 119]"
"2","[20356]","[1340074497]","[119]"
"2","[9600, 20356, 16128, 225, 17759]","[1340251820, 1340252652, 1340253073, 1340254815, 1340254832]","[158, 119, 119, 119, 136]"
"2","[13805, 225, 19457]","[1340767196, 1340770196, 1340771386]","[116, 119, 170]"
"2","[225, 20356, 20356, 11266, 5047]","[1341081264, 1341083199, 1341083222, 1341084058, 1341085045]","[119, 119, 119, 228, 44]"
"2","[225, 17759]","[1341207194, 1341207249]","[119, 136]"
"2","[20356, 225, 17759, 225, 8508]","[1341292256, 1341294538, 1341294715, 1341320658, 1341326595]","[119, 119, 136, 119, 228]"
"2","[24501, 23025, 3067, 12865, 3807, 22909, 3082, 225, 225, 11179, 19757, 14321]","[1341369874, 1341370467, 1341371276, 1341375430, 1341379347, 1341379932, 1341381690, 1341382192, 1341407089, 1341409788, 1341414492, 1341414882]","[116, 71, 119, 209, 119, 119, 119, 119, 119, 119, 119, 119]"
"2","[9600, 20356, 21104, 225, 7024, 19457]","[1341425270, 1341457158, 1341458765, 1341459534, 1341459669, 1341460821]","[158, 119, 119, 119, 209, 170]"
"2","[20356, 225]","[1341520040, 1341549925]","[119, 119]"
"2","[20356, 5965, 18892, 20356, 225, 3106, 22909, 3408]","[1341599482, 1341600013, 1341623255, 1341623606, 1341625531, 1341625744, 1341672897, 1341673592]","[119, 158, 116, 119, 119, 47, 119, 44]"
"2","[20157, 13805, 9600, 7182, 13313, 12412, 1447, 225, 8508]","[1341681312, 1341682956, 1341683337, 1341694669, 1341696249, 1341696844, 1341702541, 1341704057, 1341755627]","[174, 116, 158, 119, 62, 178, 119, 119, 228]"
"2","[13805, 21104, 225, 225, 18280, 4479]","[1341804877, 1341806965, 1341807931, 1341839075, 1341842470, 1341846449]","[116, 119, 119, 119, 228, 183]"
"2","[3106, 17759]","[1342058965, 1342059599]","[47, 136]"
"2","[3408]","[1342365628]","[44]"
"2","[20157, 3696, 17608, 23723, 17093, 56, 225, 20859, 18212, 10363]","[1342377779, 1342379477, 1342379999, 1342380826, 1342383233, 1342385709, 1342387290, 1342387623, 1342388973, 1342389044]","[174, 230, 108, 53, 178, 119, 119, 228, 62, 35]"
"2","[3637, 3498, 16128, 225]","[1342492315, 1342493256, 1342493887, 1342495866]","[119, 119, 119, 119]"
"2","[17759]","[1343104266]","[136]"
